ADAM33 	ALOX5  	0.0059584
GATA3  	IL33   	0.016448
GATA3  	IL3RA  	0.015203
GATA3  	IL4    	0.015502
GATA3  	IL4R   	0.014994
GATA3  	IL5    	0.015379
GATA3  	IL5RA  	0.014831
GATA3  	IL9    	0.014933
GATA3  	KIT    	0.014803
GATA3  	KITLG  	0.013674
GATA3  	LTB4R  	0.010084
GATA3  	MAF    	0.020649
GATA3  	MMP9   	0.01562
GATA3  	MS4A2  	0.0039174
GATA3  	PDCD1  	0.020118
GATA3  	POSTN  	0.0039168
GATA3  	PPARG  	0.015659
GATA3  	RETNLB 	0.0087504
GATA3  	RNASE2 	0.00377
GATA3  	RNASE3 	0.0078232
GATA3  	RORC   	0.016276
GATA3  	SATB1  	0.022259
GATA3  	STAT5A 	0.014849
GATA3  	STAT6  	0.01535
GATA3  	TBX21  	0.01605
GATA3  	TGFB1  	0.015547
GATA3  	TNFRSF4	0.011136
GATA3  	TNFSF4 	0.0053247
GATA3  	TSLP   	0.014951
GPR44  	ICOS   	0.014327
GPR44  	IFNG   	0.015667
GPR44  	IFNGR2 	0.012953
GPR44  	IL10   	0.015061
GPR44  	IL12A  	0.014667
GPR44  	IL12B  	0.015028
GPR44  	IL13   	0.014878
GPR44  	IL13RA1	0.013717
GPR44  	IL13RA2	0.013717
GPR44  	IL17A  	0.015221
GPR44  	IL17RB 	0.014012
GPR44  	IL18   	0.014918
GPR44  	IL1RL1 	0.014353
GPR44  	IL21   	0.014827
GPR44  	IL25   	0.015076
GPR44  	IL2RA  	0.014563
GPR44  	IL3    	0.015145
GPR44  	IL33   	0.014692
GPR44  	IL3RA  	0.014454
GPR44  	IL4    	0.01484
GPR44  	IL4R   	0.014397
GPR44  	IL5    	0.015862
GPR44  	IL5RA  	0.014334
GPR44  	IL9    	0.014664
GPR44  	KIT    	0.013968
GPR44  	KITLG  	0.012889
GPR44  	LTB4R  	0.0084588
GPR44  	MAF    	0.011962
GPR44  	MMP9   	0.015896
GPR44  	MS4A2  	0.0022711
GPR44  	PDCD1  	0.011087
GPR44  	POSTN  	0.0021915
GPR44  	PPARG  	0.015265
GPR44  	RETNLB 	0.0062776
GPR44  	RNASE2 	0.0054146
GPR44  	RNASE3 	0.0097534
GPR44  	RORC   	0.014294
GPR44  	SATB1  	0.013611
GPR44  	STAT5A 	0.01513
GPR44  	STAT6  	0.015082
GPR44  	TBX21  	0.014902
GPR44  	TGFB1  	0.014762
GPR44  	TNFRSF4	0.0090854
GPR44  	TNFSF4 	0.0034257
GPR44  	TSLP   	0.015386
ICOS   	IFNG   	0.015742
ICOS   	IFNGR2 	0.015887
ICOS   	IL10   	0.016766
ICOS   	IL12A  	0.016176
ICOS   	IL12B  	0.015828
ICOS   	IL13   	0.015096
ICOS   	IL13RA1	0.014799
ICOS   	IL13RA2	0.014799
ICOS   	IL17A  	0.015869
ICOS   	IL17RB 	0.014544
ICOS   	IL18   	0.015548
ICOS   	IL1RL1 	0.016122
ICOS   	IL21   	0.015945
ICOS   	IL25   	0.014789
ICOS   	IL2RA  	0.015232
ICOS   	IL3    	0.015126
ICOS   	IL33   	0.015499
ICOS   	IL3RA  	0.015097
ICOS   	IL4    	0.015359
ICOS   	IL4R   	0.014808
ICOS   	IL5    	0.015164
ICOS   	IL5RA  	0.014766
ICOS   	IL9    	0.014834
ICOS   	KIT    	0.014742
ICOS   	KITLG  	0.013567
ICOS   	LTB4R  	0.0097986
ICOS   	MAF    	0.027629
ICOS   	MMP9   	0.015641
ICOS   	MS4A2  	0.0029404
ICOS   	PDCD1  	0.032792
ICOS   	POSTN  	0.002778
ICOS   	PPARG  	0.0157
ICOS   	RETNLB 	0.0071751
ICOS   	RNASE2 	0.0035358
ICOS   	RNASE3 	0.0075471
ICOS   	RORC   	0.016735
ICOS   	SATB1  	0.015623
ICOS   	STAT5A 	0.014958
ICOS   	STAT6  	0.015151
ICOS   	TBX21  	0.016366
ICOS   	TGFB1  	0.015714
ICOS   	TNFRSF4	0.010806
ICOS   	TNFSF4 	0.0048596
ICOS   	TSLP   	0.014912
IFNG   	IFNGR2 	0.018597
IFNG   	IL10   	0.015626
IFNG   	IL12A  	0.016318
IFNG   	IL12B  	0.015985
IFNG   	IL13   	0.015242
IFNG   	IL13RA1	0.015483
IFNG   	IL13RA2	0.015483
IFNG   	IL17A  	0.015649
IFNG   	IL17RB 	0.014894
IFNG   	IL18   	0.015463
IFNG   	IL1RL1 	0.0158
IFNG   	IL21   	0.015575
IFNG   	IL25   	0.015296
IFNG   	IL2RA  	0.015237
IFNG   	IL3    	0.015392
IFNG   	IL33   	0.015598
IFNG   	IL3RA  	0.01546
IFNG   	IL4    	0.015153
IFNG   	IL4R   	0.015142
IFNG   	IL5    	0.015253
IFNG   	IL5RA  	0.015481
IFNG   	IL9    	0.015153
IFNG   	KIT    	0.015286
IFNG   	KITLG  	0.014218
IFNG   	LTB4R  	0.011301
IFNG   	MAF    	0.015427
IFNG   	MMP9   	0.015931
IFNG   	MS4A2  	0.0035335
IFNG   	PDCD1  	0.015299
IFNG   	POSTN  	0.0037793
IFNG   	PPARG  	0.015884
IFNG   	RETNLB 	0.0081653
IFNG   	RNASE2 	0.0042116
IFNG   	RNASE3 	0.0081991
IFNG   	RORC   	0.016182
IFNG   	SATB1  	0.015199
IFNG   	STAT5A 	0.015252
IFNG   	STAT6  	0.015249
IFNG   	TBX21  	0.015771
IFNG   	TGFB1  	0.015717
IFNG   	TNFRSF4	0.011428
IFNG   	TNFSF4 	0.0058385
IFNG   	TSLP   	0.015297
IFNGR2 	IL10   	0.016741
IFNGR2 	IL12A  	0.028384
IFNGR2 	IL12B  	0.023832
IFNGR2 	IL13   	0.015286
IFNGR2 	IL13RA1	0.014863
IFNGR2 	IL13RA2	0.014863
IFNGR2 	IL17A  	0.016318
IFNGR2 	IL17RB 	0.012477
IFNGR2 	IL18   	0.01544
IFNGR2 	IL1RL1 	0.014548
IFNGR2 	IL21   	0.015422
IFNGR2 	IL25   	0.013426
IFNGR2 	IL2RA  	0.014963
IFNGR2 	IL3    	0.014497
IFNGR2 	IL33   	0.014501
IFNGR2 	IL3RA  	0.014156
IFNGR2 	IL4    	0.015213
IFNGR2 	IL4R   	0.015442
IFNGR2 	IL5    	0.014696
IFNGR2 	IL5RA  	0.013018
IFNGR2 	IL9    	0.014434
IFNGR2 	KIT    	0.01333
IFNGR2 	KITLG  	0.012314
IFNGR2 	LTB4R  	0.0074248
IFNGR2 	MAF    	0.013516
IFNGR2 	MMP9   	0.015667
IFNGR2 	MS4A2  	0.0023729
IFNGR2 	PDCD1  	0.013143
IFNGR2 	POSTN  	0.0022787
IFNGR2 	PPARG  	0.014736
IFNGR2 	RETNLB 	0.0075813
IFNGR2 	RNASE2 	0.0024592
IFNGR2 	RNASE3 	0.0064793
IFNGR2 	RORC   	0.015947
IFNGR2 	SATB1  	0.013243
IFNGR2 	STAT5A 	0.014338
IFNGR2 	STAT6  	0.01642
IFNGR2 	TBX21  	0.017672
IFNGR2 	TGFB1  	0.015878
IFNGR2 	TNFRSF4	0.0094174
IFNGR2 	TNFSF4 	0.003582
IFNGR2 	TSLP   	0.01411
IL10   	IL12A  	0.01605
IL10   	IL12B  	0.015785
IL10   	IL13   	0.015209
IL10   	IL13RA1	0.015548
IL10   	IL13RA2	0.015548
IL10   	IL17A  	0.015656
IL10   	IL17RB 	0.014788
IL10   	IL18   	0.015485
IL10   	IL1RL1 	0.015981
IL10   	IL21   	0.015614
IL10   	IL25   	0.015164
IL10   	IL2RA  	0.015244
IL10   	IL3    	0.015303
IL10   	IL33   	0.015622
IL10   	IL3RA  	0.015416
IL10   	IL4    	0.015198
IL10   	IL4R   	0.015135
IL10   	IL5    	0.015181
IL10   	IL5RA  	0.015245
IL10   	IL9    	0.015056
IL10   	KIT    	0.015204
IL10   	KITLG  	0.014105
IL10   	LTB4R  	0.011107
IL10   	MAF    	0.018334
IL10   	MMP9   	0.015799
IL10   	MS4A2  	0.0035832
IL10   	PDCD1  	0.020167
IL10   	POSTN  	0.003799
IL10   	PPARG  	0.015758
IL10   	RETNLB 	0.0083434
IL10   	RNASE2 	0.003822
IL10   	RNASE3 	0.0078505
IL10   	RORC   	0.016205
IL10   	SATB1  	0.015496
IL10   	STAT5A 	0.01516
IL10   	STAT6  	0.015217
IL10   	TBX21  	0.015853
IL10   	TGFB1  	0.015707
IL10   	TNFRSF4	0.011582
IL10   	TNFSF4 	0.0060161
IL10   	TSLP   	0.015167
IL12A  	IL12B  	0.017506
IL12A  	IL13   	0.015408
IL12A  	IL13RA1	0.015925
IL12A  	IL13RA2	0.015925
IL12A  	IL17A  	0.015991
IL12A  	IL17RB 	0.014622
IL12A  	IL18   	0.015641
IL12A  	IL1RL1 	0.015969
IL12A  	IL21   	0.015752
IL12A  	IL25   	0.015042
IL12A  	IL2RA  	0.015317
IL12A  	IL3    	0.015234
IL12A  	IL33   	0.015662
IL12A  	IL3RA  	0.015274
IL12A  	IL4    	0.01534
IL12A  	IL4R   	0.015353
IL12A  	IL5    	0.015192
IL12A  	IL5RA  	0.014719
IL12A  	IL9    	0.015036
IL12A  	KIT    	0.014845
IL12A  	KITLG  	0.013636
IL12A  	LTB4R  	0.0097029
IL12A  	MAF    	0.015759
IL12A  	MMP9   	0.016033
IL12A  	MS4A2  	0.0038619
IL12A  	PDCD1  	0.015698
IL12A  	POSTN  	0.003049
IL12A  	PPARG  	0.016018
IL12A  	RETNLB 	0.0096336
IL12A  	RNASE2 	0.0033378
IL12A  	RNASE3 	0.0074982
IL12A  	RORC   	0.016929
IL12A  	SATB1  	0.015249
IL12A  	STAT5A 	0.015038
IL12A  	STAT6  	0.015749
IL12A  	TBX21  	0.016432
IL12A  	TGFB1  	0.01593
IL12A  	TNFRSF4	0.011162
IL12A  	TNFSF4 	0.0053358
IL12A  	TSLP   	0.015058
IL12B  	IL13   	0.015366
IL12B  	IL13RA1	0.016089
IL12B  	IL13RA2	0.016089
IL12B  	IL17A  	0.015778
IL12B  	IL17RB 	0.014923
IL12B  	IL18   	0.015514
IL12B  	IL1RL1 	0.015884
IL12B  	IL21   	0.015593
IL12B  	IL25   	0.01525
IL12B  	IL2RA  	0.015229
IL12B  	IL3    	0.015242
IL12B  	IL33   	0.015661
IL12B  	IL3RA  	0.015353
IL12B  	IL4    	0.01523
IL12B  	IL4R   	0.015432
IL12B  	IL5    	0.015178
IL12B  	IL5RA  	0.014979
IL12B  	IL9    	0.015047
IL12B  	KIT    	0.014967
IL12B  	KITLG  	0.013785
IL12B  	LTB4R  	0.01022
IL12B  	MAF    	0.015336
IL12B  	MMP9   	0.015902
IL12B  	MS4A2  	0.0037849
IL12B  	PDCD1  	0.015146
IL12B  	POSTN  	0.0040602
IL12B  	PPARG  	0.015843
IL12B  	RETNLB 	0.0091538
IL12B  	RNASE2 	0.0038483
IL12B  	RNASE3 	0.0078902
IL12B  	RORC   	0.016428
IL12B  	SATB1  	0.015256
IL12B  	STAT5A 	0.015039
IL12B  	STAT6  	0.015539
IL12B  	TBX21  	0.016045
IL12B  	TGFB1  	0.015741
IL12B  	TNFRSF4	0.011167
IL12B  	TNFSF4 	0.0054071
IL12B  	TSLP   	0.015091
IL13   	IL13RA1	0.016656
IL13   	IL13RA2	0.016656
IL13   	IL17A  	0.015355
IL13   	IL17RB 	0.015762
IL13   	IL18   	0.015258
IL13   	IL1RL1 	0.015862
IL13   	IL21   	0.015215
IL13   	IL25   	0.015826
IL13   	IL2RA  	0.014894
IL13   	IL3    	0.015101
IL13   	IL33   	0.015832
IL13   	IL3RA  	0.015217
IL13   	IL4    	0.01492
IL13   	IL4R   	0.015177
IL13   	IL5    	0.014968
IL13   	IL5RA  	0.015239
IL13   	IL9    	0.014982
IL13   	KIT    	0.01498
IL13   	KITLG  	0.013986
IL13   	LTB4R  	0.011199
IL13   	MAF    	0.014468
IL13   	MMP9   	0.015597
IL13   	MS4A2  	0.0036443
IL13   	PDCD1  	0.013944
IL13   	POSTN  	0.014918
IL13   	PPARG  	0.015452
IL13   	RETNLB 	0.0083349
IL13   	RNASE2 	0.0041536
IL13   	RNASE3 	0.0080512
IL13   	RORC   	0.015565
IL13   	SATB1  	0.014998
IL13   	STAT5A 	0.014867
IL13   	STAT6  	0.0151
IL13   	TBX21  	0.015309
IL13   	TGFB1  	0.015414
IL13   	TNFRSF4	0.010906
IL13   	TNFSF4 	0.0052806
IL13   	TSLP   	0.01505
IL13RA1	IL13RA2	0.019867
IL13RA1	IL17A  	0.015356
IL13RA1	IL17RB 	0.01343
IL13RA1	IL18   	0.015379
IL13RA1	IL1RL1 	0.015089
IL13RA1	IL21   	0.015183
IL13RA1	IL25   	0.015084
IL13RA1	IL2RA  	0.015324
IL13RA1	IL3    	0.015099
IL13RA1	IL33   	0.015641
IL13RA1	IL3RA  	0.015964
IL13RA1	IL4    	0.01601
IL13RA1	IL4R   	0.018297
IL13RA1	IL5    	0.014864
IL13RA1	IL5RA  	0.014278
IL13RA1	IL9    	0.015172
IL13RA1	KIT    	0.014888
IL13RA1	KITLG  	0.013336
IL13RA1	LTB4R  	0.0090048
IL13RA1	MAF    	0.014006
IL13RA1	MMP9   	0.015347
IL13RA1	MS4A2  	0.0045396
IL13RA1	PDCD1  	0.012719
IL13RA1	POSTN  	0.0053786
IL13RA1	PPARG  	0.014987
IL13RA1	RETNLB 	0.011703
IL13RA1	RNASE2 	0.0030638
IL13RA1	RNASE3 	0.0071887
IL13RA1	RORC   	0.014799
IL13RA1	SATB1  	0.01502
IL13RA1	STAT5A 	0.014596
IL13RA1	STAT6  	0.017192
IL13RA1	TBX21  	0.015559
IL13RA1	TGFB1  	0.015299
IL13RA1	TNFRSF4	0.011641
IL13RA1	TNFSF4 	0.0055865
IL13RA1	TSLP   	0.014911
IL13RA2	IL17A  	0.015356
IL13RA2	IL17RB 	0.01343
IL13RA2	IL18   	0.015379
IL13RA2	IL1RL1 	0.015089
IL13RA2	IL21   	0.015183
IL13RA2	IL25   	0.015084
IL13RA2	IL2RA  	0.015324
IL13RA2	IL3    	0.015099
IL13RA2	IL33   	0.015641
IL13RA2	IL3RA  	0.015964
IL13RA2	IL4    	0.01601
IL13RA2	IL4R   	0.018297
IL13RA2	IL5    	0.014864
IL13RA2	IL5RA  	0.014278
IL13RA2	IL9    	0.015172
IL13RA2	KIT    	0.014888
IL13RA2	KITLG  	0.013336
IL13RA2	LTB4R  	0.0090048
IL13RA2	MAF    	0.014006
IL13RA2	MMP9   	0.015347
IL13RA2	MS4A2  	0.0045396
IL13RA2	PDCD1  	0.012719
IL13RA2	POSTN  	0.0053786
IL13RA2	PPARG  	0.014987
IL13RA2	RETNLB 	0.011703
IL13RA2	RNASE2 	0.0030638
IL13RA2	RNASE3 	0.0071887
IL13RA2	RORC   	0.014799
IL13RA2	SATB1  	0.01502
IL13RA2	STAT5A 	0.014596
IL13RA2	STAT6  	0.017192
IL13RA2	TBX21  	0.015559
IL13RA2	TGFB1  	0.015299
IL13RA2	TNFRSF4	0.011641
IL13RA2	TNFSF4 	0.0055865
IL13RA2	TSLP   	0.014911
IL17A  	IL17RB 	0.017979
IL17A  	IL18   	0.015681
IL17A  	IL1RL1 	0.016825
IL17A  	IL21   	0.01573
IL17A  	IL25   	0.016468
IL17A  	IL2RA  	0.015201
IL17A  	IL3    	0.015361
IL17A  	IL33   	0.016346
IL17A  	IL3RA  	0.015358
IL17A  	IL4    	0.015171
IL17A  	IL4R   	0.01502
IL17A  	IL5    	0.015386
IL17A  	IL5RA  	0.015367
IL17A  	IL9    	0.015234
IL17A  	KIT    	0.015164
IL17A  	KITLG  	0.014194
IL17A  	LTB4R  	0.011205
IL17A  	MAF    	0.015624
IL17A  	MMP9   	0.016119
IL17A  	MS4A2  	0.0035012
IL17A  	PDCD1  	0.015418
IL17A  	POSTN  	0.0038164
IL17A  	PPARG  	0.016524
IL17A  	RETNLB 	0.0081017
IL17A  	RNASE2 	0.0041719
IL17A  	RNASE3 	0.0081974
IL17A  	RORC   	0.01714
IL17A  	SATB1  	0.015458
IL17A  	STAT5A 	0.015258
IL17A  	STAT6  	0.015234
IL17A  	TBX21  	0.015906
IL17A  	TGFB1  	0.015822
IL17A  	TNFRSF4	0.010937
IL17A  	TNFSF4 	0.0051821
IL17A  	TSLP   	0.015272
IL17RB 	IL18   	0.015623
IL17RB 	IL1RL1 	0.017684
IL17RB 	IL21   	0.015062
IL17RB 	IL25   	0.035457
IL17RB 	IL2RA  	0.014211
IL17RB 	IL3    	0.014484
IL17RB 	IL33   	0.020526
IL17RB 	IL3RA  	0.014046
IL17RB 	IL4    	0.014346
IL17RB 	IL4R   	0.014098
IL17RB 	IL5    	0.016886
IL17RB 	IL5RA  	0.014773
IL17RB 	IL9    	0.015884
IL17RB 	KIT    	0.013199
IL17RB 	KITLG  	0.0129
IL17RB 	LTB4R  	0.0088233
IL17RB 	MAF    	0.012082
IL17RB 	MMP9   	0.015193
IL17RB 	MS4A2  	0.0019282
IL17RB 	PDCD1  	0.011136
IL17RB 	POSTN  	0.0025706
IL17RB 	PPARG  	0.01513
IL17RB 	RETNLB 	0.0057733
IL17RB 	RNASE2 	0.0041226
IL17RB 	RNASE3 	0.0085876
IL17RB 	RORC   	0.015204
IL17RB 	SATB1  	0.014172
IL17RB 	STAT5A 	0.014095
IL17RB 	STAT6  	0.014528
IL17RB 	TBX21  	0.015089
IL17RB 	TGFB1  	0.014903
IL17RB 	TNFRSF4	0.0084674
IL17RB 	TNFSF4 	0.0030511
IL17RB 	TSLP   	0.014381
IL18   	IL1RL1 	0.017691
IL18   	IL21   	0.015448
IL18   	IL25   	0.015915
IL18   	IL2RA  	0.01511
IL18   	IL3    	0.015358
IL18   	IL33   	0.016657
IL18   	IL3RA  	0.015387
IL18   	IL4    	0.015081
IL18   	IL4R   	0.014912
IL18   	IL5    	0.015306
IL18   	IL5RA  	0.015457
IL18   	IL9    	0.015242
IL18   	KIT    	0.015331
IL18   	KITLG  	0.015142
IL18   	LTB4R  	0.014853
IL18   	MAF    	0.015115
IL18   	MMP9   	0.015753
IL18   	MS4A2  	0.0036531
IL18   	PDCD1  	0.014735
IL18   	POSTN  	0.0040522
IL18   	PPARG  	0.015596
IL18   	RETNLB 	0.0083731
IL18   	RNASE2 	0.0039125
IL18   	RNASE3 	0.007957
IL18   	RORC   	0.0159
IL18   	SATB1  	0.015406
IL18   	STAT5A 	0.015061
IL18   	STAT6  	0.015119
IL18   	TBX21  	0.01563
IL18   	TGFB1  	0.015721
IL18   	TNFRSF4	0.010977
IL18   	TNFSF4 	0.0052677
IL18   	TSLP   	0.015087
IL1RL1 	IL21   	0.015754
IL1RL1 	IL25   	0.018012
IL1RL1 	IL2RA  	0.015147
IL1RL1 	IL3    	0.015239
IL1RL1 	IL33   	0.021412
IL1RL1 	IL3RA  	0.015113
IL1RL1 	IL4    	0.015479
IL1RL1 	IL4R   	0.014922
IL1RL1 	IL5    	0.015973
IL1RL1 	IL5RA  	0.014986
IL1RL1 	IL9    	0.015277
IL1RL1 	KIT    	0.014569
IL1RL1 	KITLG  	0.013833
IL1RL1 	LTB4R  	0.010575
IL1RL1 	MAF    	0.016319
IL1RL1 	MMP9   	0.015967
IL1RL1 	MS4A2  	0.0027921
IL1RL1 	PDCD1  	0.014756
IL1RL1 	POSTN  	0.0030828
IL1RL1 	PPARG  	0.015767
IL1RL1 	RETNLB 	0.0071904
IL1RL1 	RNASE2 	0.0038202
IL1RL1 	RNASE3 	0.0080457
IL1RL1 	RORC   	0.0163
IL1RL1 	SATB1  	0.018025
IL1RL1 	STAT5A 	0.014851
IL1RL1 	STAT6  	0.015513
IL1RL1 	TBX21  	0.016334
IL1RL1 	TGFB1  	0.015852
IL1RL1 	TNFRSF4	0.010036
IL1RL1 	TNFSF4 	0.0040275
IL1RL1 	TSLP   	0.015005
IL21   	IL25   	0.015315
IL21   	IL2RA  	0.015439
IL21   	IL3    	0.015599
IL21   	IL33   	0.015587
IL21   	IL3RA  	0.015671
IL21   	IL4    	0.015156
IL21   	IL4R   	0.015017
IL21   	IL5    	0.015339
IL21   	IL5RA  	0.015965
IL21   	IL9    	0.015329
IL21   	KIT    	0.015666
IL21   	KITLG  	0.014488
IL21   	LTB4R  	0.011597
IL21   	MAF    	0.015665
IL21   	MMP9   	0.015891
IL21   	MS4A2  	0.0036181
IL21   	PDCD1  	0.015607
IL21   	POSTN  	0.0038334
IL21   	PPARG  	0.016455
IL21   	RETNLB 	0.0072637
IL21   	RNASE2 	0.0038037
IL21   	RNASE3 	0.0078664
IL21   	RORC   	0.017535
IL21   	SATB1  	0.015087
IL21   	STAT5A 	0.015782
IL21   	STAT6  	0.015056
IL21   	TBX21  	0.01592
IL21   	TGFB1  	0.015732
IL21   	TNFRSF4	0.011927
IL21   	TNFSF4 	0.0063979
IL21   	TSLP   	0.015612
IL25   	IL2RA  	0.014818
IL25   	IL3    	0.015163
IL25   	IL33   	0.019558
IL25   	IL3RA  	0.014946
IL25   	IL4    	0.014892
IL25   	IL4R   	0.014827
IL25   	IL5    	0.01598
IL25   	IL5RA  	0.015758
IL25   	IL9    	0.015808
IL25   	KIT    	0.014455
IL25   	KITLG  	0.013929
IL25   	LTB4R  	0.010763
IL25   	MAF    	0.012935
IL25   	MMP9   	0.015607
IL25   	MS4A2  	0.0026029
IL25   	PDCD1  	0.01191
IL25   	POSTN  	0.0047537
IL25   	PPARG  	0.015386
IL25   	RETNLB 	0.0067119
IL25   	RNASE2 	0.0052551
IL25   	RNASE3 	0.0093132
IL25   	RORC   	0.015207
IL25   	SATB1  	0.01466
IL25   	STAT5A 	0.014694
IL25   	STAT6  	0.015005
IL25   	TBX21  	0.01533
IL25   	TGFB1  	0.01536
IL25   	TNFRSF4	0.0097448
IL25   	TNFSF4 	0.0039747
IL25   	TSLP   	0.015042
IL2RA  	IL3    	0.015485
IL2RA  	IL33   	0.015145
IL2RA  	IL3RA  	0.016073
IL2RA  	IL4    	0.015189
IL2RA  	IL4R   	0.015111
IL2RA  	IL5    	0.014933
IL2RA  	IL5RA  	0.015965
IL2RA  	IL9    	0.015124
IL2RA  	KIT    	0.015968
IL2RA  	KITLG  	0.014484
IL2RA  	LTB4R  	0.011884
IL2RA  	MAF    	0.014669
IL2RA  	MMP9   	0.015396
IL2RA  	MS4A2  	0.0038306
IL2RA  	PDCD1  	0.014338
IL2RA  	POSTN  	0.0030796
IL2RA  	PPARG  	0.015412
IL2RA  	RETNLB 	0.0071001
IL2RA  	RNASE2 	0.003715
IL2RA  	RNASE3 	0.0076694
IL2RA  	RORC   	0.015648
IL2RA  	SATB1  	0.014809
IL2RA  	STAT5A 	0.015261
IL2RA  	STAT6  	0.014777
IL2RA  	TBX21  	0.015318
IL2RA  	TGFB1  	0.01536
IL2RA  	TNFRSF4	0.021003
IL2RA  	TNFSF4 	0.019968
IL2RA  	TSLP   	0.015214
IL3    	IL33   	0.015304
IL3    	IL3RA  	0.01641
IL3    	IL4    	0.015089
IL3    	IL4R   	0.015031
IL3    	IL5    	0.015257
IL3    	IL5RA  	0.018162
IL3    	IL9    	0.015651
IL3    	KIT    	0.016883
IL3    	KITLG  	0.015614
IL3    	LTB4R  	0.01439
IL3    	MAF    	0.014034
IL3    	MMP9   	0.01565
IL3    	MS4A2  	0.0037317
IL3    	PDCD1  	0.013456
IL3    	POSTN  	0.0037106
IL3    	PPARG  	0.015495
IL3    	RETNLB 	0.0068441
IL3    	RNASE2 	0.0038206
IL3    	RNASE3 	0.0078615
IL3    	RORC   	0.015525
IL3    	SATB1  	0.014715
IL3    	STAT5A 	0.015694
IL3    	STAT6  	0.014855
IL3    	TBX21  	0.015375
IL3    	TGFB1  	0.015694
IL3    	TNFRSF4	0.012186
IL3    	TNFSF4 	0.0066606
IL3    	TSLP   	0.015716
IL33   	IL3RA  	0.015276
IL33   	IL4    	0.015304
IL33   	IL4R   	0.01505
IL33   	IL5    	0.015731
IL33   	IL5RA  	0.015319
IL33   	IL9    	0.015441
IL33   	KIT    	0.014847
IL33   	KITLG  	0.014031
IL33   	LTB4R  	0.01095
IL33   	MAF    	0.014671
IL33   	MMP9   	0.015898
IL33   	MS4A2  	0.0038467
IL33   	PDCD1  	0.013578
IL33   	POSTN  	0.0047171
IL33   	PPARG  	0.015724
IL33   	RETNLB 	0.0071947
IL33   	RNASE2 	0.0040664
IL33   	RNASE3 	0.0082545
IL33   	RORC   	0.015924
IL33   	SATB1  	0.016031
IL33   	STAT5A 	0.014891
IL33   	STAT6  	0.015332
IL33   	TBX21  	0.015859
IL33   	TGFB1  	0.01572
IL33   	TNFRSF4	0.01075
IL33   	TNFSF4 	0.0049592
IL33   	TSLP   	0.015118
IL3RA  	IL4    	0.015412
IL3RA  	IL4R   	0.015818
IL3RA  	IL5    	0.015248
IL3RA  	IL5RA  	0.017158
IL3RA  	IL9    	0.015649
IL3RA  	KIT    	0.018927
IL3RA  	KITLG  	0.015593
IL3RA  	LTB4R  	0.012909
IL3RA  	MAF    	0.013908
IL3RA  	MMP9   	0.015601
IL3RA  	MS4A2  	0.0042279
IL3RA  	PDCD1  	0.013067
IL3RA  	POSTN  	0.0028466
IL3RA  	PPARG  	0.015362
IL3RA  	RETNLB 	0.0067304
IL3RA  	RNASE2 	0.0036677
IL3RA  	RNASE3 	0.0077121
IL3RA  	RORC   	0.01524
IL3RA  	SATB1  	0.015025
IL3RA  	STAT5A 	0.015764
IL3RA  	STAT6  	0.015003
IL3RA  	TBX21  	0.015425
IL3RA  	TGFB1  	0.015753
IL3RA  	TNFRSF4	0.013766
IL3RA  	TNFSF4 	0.008036
IL3RA  	TSLP   	0.015613
IL4    	IL4R   	0.014976
IL4    	IL5    	0.014881
IL4    	IL5RA  	0.015057
IL4    	IL9    	0.014856
IL4    	KIT    	0.015288
IL4    	KITLG  	0.014133
IL4    	LTB4R  	0.011654
IL4    	MAF    	0.015836
IL4    	MMP9   	0.015279
IL4    	MS4A2  	0.011707
IL4    	PDCD1  	0.015257
IL4    	POSTN  	0.0036443
IL4    	PPARG  	0.015361
IL4    	RETNLB 	0.0079739
IL4    	RNASE2 	0.0039337
IL4    	RNASE3 	0.007822
IL4    	RORC   	0.015495
IL4    	SATB1  	0.016785
IL4    	STAT5A 	0.014826
IL4    	STAT6  	0.014917
IL4    	TBX21  	0.015278
IL4    	TGFB1  	0.015154
IL4    	TNFRSF4	0.01488
IL4    	TNFSF4 	0.011359
IL4    	TSLP   	0.01491
IL4R   	IL5    	0.014739
IL4R   	IL5RA  	0.015012
IL4R   	IL9    	0.014929
IL4R   	KIT    	0.015221
IL4R   	KITLG  	0.013802
IL4R   	LTB4R  	0.01069
IL4R   	MAF    	0.01406
IL4R   	MMP9   	0.015139
IL4R   	MS4A2  	0.0038302
IL4R   	PDCD1  	0.013543
IL4R   	POSTN  	0.0041216
IL4R   	PPARG  	0.015022
IL4R   	RETNLB 	0.0088757
IL4R   	RNASE2 	0.0041452
IL4R   	RNASE3 	0.0079375
IL4R   	RORC   	0.015056
IL4R   	SATB1  	0.014561
IL4R   	STAT5A 	0.014851
IL4R   	STAT6  	0.015277
IL4R   	TBX21  	0.015125
IL4R   	TGFB1  	0.015056
IL4R   	TNFRSF4	0.011901
IL4R   	TNFSF4 	0.0064843
IL4R   	TSLP   	0.014841
IL5    	IL5RA  	0.01587
IL5    	IL9    	0.015098
IL5    	KIT    	0.015168
IL5    	KITLG  	0.014487
IL5    	LTB4R  	0.01274
IL5    	MAF    	0.014547
IL5    	MMP9   	0.015432
IL5    	MS4A2  	0.0033452
IL5    	PDCD1  	0.014085
IL5    	POSTN  	0.0034384
IL5    	PPARG  	0.01533
IL5    	RETNLB 	0.0075112
IL5    	RNASE2 	0.0074057
IL5    	RNASE3 	0.01038
