ALOX5  	BCL6   	0.0078287
IL13RA1	IL2RA  	0.018015
IL13RA1	IL3    	0.017293
IL13RA1	IL33   	0.015912
IL13RA1	IL3RA  	0.017088
IL13RA1	IL4    	0.018197
IL13RA1	IL4R   	0.023414
IL13RA1	IL5    	0.017596
IL13RA1	IL5RA  	0.016223
IL13RA1	IL9    	0.017312
IL13RA1	KIT    	0.014594
IL13RA1	KITLG  	0.014594
IL13RA1	LTB4R  	0
IL13RA1	MAF    	0.012794
IL13RA1	MMP9   	0.015379
IL13RA1	MS4A2  	0.0051486
IL13RA1	PDCD1  	0.0095571
IL13RA1	PPARG  	0.014428
IL13RA1	RETNLB 	0.018464
IL13RA1	RNASE2 	0
IL13RA1	RNASE3 	0
IL13RA1	RORC   	0.015677
IL13RA1	SATB1  	0.010735
IL13RA1	STAT5A 	0.016882
IL13RA1	STAT6  	0.020539
IL13RA1	TBX21  	0.018005
IL13RA1	TGFB1  	0.017877
IL13RA1	TNFRSF4	0.013636
IL13RA1	TNFSF4 	0.0065254
IL13RA1	TSLP   	0.016036
IL13RA2	IL17A  	0.017799
IL13RA2	IL17RB 	0.014344
IL13RA2	IL18   	0.019275
IL13RA2	IL1RL1 	0.014422
IL13RA2	IL21   	0.017087
IL13RA2	IL25   	0.016193
IL13RA2	IL2RA  	0.018015
IL13RA2	IL3    	0.017293
IL13RA2	IL33   	0.015912
IL13RA2	IL3RA  	0.017088
IL13RA2	IL4    	0.018197
IL13RA2	IL4R   	0.023414
IL13RA2	IL5    	0.017596
IL13RA2	IL5RA  	0.016223
IL13RA2	IL9    	0.017312
IL13RA2	KIT    	0.014594
IL13RA2	KITLG  	0.014594
IL13RA2	LTB4R  	0
IL13RA2	MAF    	0.012794
IL13RA2	MMP9   	0.015379
IL13RA2	MS4A2  	0.0051486
IL13RA2	PDCD1  	0.0095571
IL13RA2	PPARG  	0.014428
IL13RA2	RETNLB 	0.018464
IL13RA2	RNASE2 	0
IL13RA2	RNASE3 	0
IL13RA2	RORC   	0.015677
IL13RA2	SATB1  	0.010735
IL13RA2	STAT5A 	0.016882
IL13RA2	STAT6  	0.020539
IL13RA2	TBX21  	0.018005
IL13RA2	TGFB1  	0.017877
IL13RA2	TNFRSF4	0.013636
IL13RA2	TNFSF4 	0.0065254
IL13RA2	TSLP   	0.016036
IL17A  	IL17RB 	0.023189
IL17A  	IL18   	0.018595
IL17A  	IL1RL1 	0.01752
IL17A  	IL21   	0.01782
IL17A  	IL25   	0.0191
IL17A  	IL2RA  	0.01699
IL17A  	IL3    	0.016828
IL17A  	IL33   	0.019451
IL17A  	IL3RA  	0.016256
IL17A  	IL4    	0.016623
IL17A  	IL4R   	0.017612
IL17A  	IL5    	0.017298
IL17A  	IL5RA  	0.016228
IL17A  	IL9    	0.017126
IL17A  	KIT    	0.013549
IL17A  	KITLG  	0.013549
IL17A  	LTB4R  	0
IL17A  	MAF    	0.01399
IL17A  	MMP9   	0.021442
IL17A  	MS4A2  	0.0038219
IL17A  	PDCD1  	0.012311
IL17A  	PPARG  	0.022818
IL17A  	RETNLB 	0.013171
IL17A  	RNASE2 	0
IL17A  	RNASE3 	0
IL17A  	RORC   	0.022549
IL17A  	SATB1  	0.011694
IL17A  	STAT5A 	0.016262
IL17A  	STAT6  	0.017511
IL17A  	TBX21  	0.018582
IL17A  	TGFB1  	0.021079
IL17A  	TNFRSF4	0.012165
IL17A  	TNFSF4 	0.0057577
IL17A  	TSLP   	0.015118
IL17RB 	IL18   	0.014314
IL17RB 	IL1RL1 	0.059281
IL17RB 	IL21   	0.015725
IL17RB 	IL25   	0.060735
IL17RB 	IL2RA  	0.014322
IL17RB 	IL3    	0.015517
IL17RB 	IL33   	0.069032
IL17RB 	IL3RA  	0.014438
IL17RB 	IL4    	0.013678
IL17RB 	IL4R   	0.015154
IL17RB 	IL5    	0.022642
IL17RB 	IL5RA  	0.016703
IL17RB 	IL9    	0.021768
IL17RB 	KIT    	0.0086291
IL17RB 	KITLG  	0.0086291
IL17RB 	LTB4R  	0
IL17RB 	MAF    	0.0074065
IL17RB 	MMP9   	0.014652
IL17RB 	MS4A2  	0.0015698
IL17RB 	PDCD1  	0.0053763
IL17RB 	PPARG  	0.011845
IL17RB 	RETNLB 	0.0069134
IL17RB 	RNASE2 	0
IL17RB 	RNASE3 	0
IL17RB 	RORC   	0.015223
IL17RB 	SATB1  	0.0065148
IL17RB 	STAT5A 	0.011542
IL17RB 	STAT6  	0.014795
IL17RB 	TBX21  	0.014761
IL17RB 	TGFB1  	0.017571
IL17RB 	TNFRSF4	0.0076412
IL17RB 	TNFSF4 	0.0024988
IL17RB 	TSLP   	0.012723
IL18   	IL1RL1 	0.013569
IL18   	IL21   	0.018215
IL18   	IL25   	0.015555
IL18   	IL2RA  	0.017659
IL18   	IL3    	0.017363
IL18   	IL33   	0.015185
IL18   	IL3RA  	0.016806
IL18   	IL4    	0.017817
IL18   	IL4R   	0.018666
IL18   	IL5    	0.017146
IL18   	IL5RA  	0.016063
IL18   	IL9    	0.017112
IL18   	KIT    	0.014561
IL18   	KITLG  	0.014561
IL18   	LTB4R  	0
IL18   	MAF    	0.014602
IL18   	MMP9   	0.016986
IL18   	MS4A2  	0.004902
IL18   	PDCD1  	0.012168
IL18   	PPARG  	0.016212
IL18   	RETNLB 	0.010817
IL18   	RNASE2 	0
IL18   	RNASE3 	0
IL18   	RORC   	0.018426
IL18   	SATB1  	0.011568
IL18   	STAT5A 	0.017079
IL18   	STAT6  	0.0181
IL18   	TBX21  	0.020839
IL18   	TGFB1  	0.019018
IL18   	TNFRSF4	0.013004
IL18   	TNFSF4 	0.0061156
IL18   	TSLP   	0.015676
IL1RL1 	IL21   	0.015156
IL1RL1 	IL25   	0.063237
IL1RL1 	IL2RA  	0.014841
IL1RL1 	IL3    	0.017042
IL1RL1 	IL33   	0.071652
IL1RL1 	IL3RA  	0.017349
IL1RL1 	IL4    	0.013649
IL1RL1 	IL4R   	0.01553
IL1RL1 	IL5    	0.026256
IL1RL1 	IL5RA  	0.020268
IL1RL1 	IL9    	0.023552
IL1RL1 	KIT    	0.0091095
IL1RL1 	KITLG  	0.0091095
IL1RL1 	LTB4R  	0
IL1RL1 	MAF    	0.0069382
IL1RL1 	MMP9   	0.010683
IL1RL1 	MS4A2  	0.0015939
IL1RL1 	PDCD1  	0.0047797
IL1RL1 	PPARG  	0.0081721
IL1RL1 	RETNLB 	0.0063699
IL1RL1 	RNASE2 	0
IL1RL1 	RNASE3 	0
IL1RL1 	RORC   	0.010493
IL1RL1 	SATB1  	0.0069873
IL1RL1 	STAT5A 	0.011489
IL1RL1 	STAT6  	0.014224
IL1RL1 	TBX21  	0.013083
IL1RL1 	TGFB1  	0.014149
IL1RL1 	TNFRSF4	0.0081197
IL1RL1 	TNFSF4 	0.0028288
IL1RL1 	TSLP   	0.013899
IL21   	IL25   	0.016265
IL21   	IL2RA  	0.017776
IL21   	IL3    	0.017296
IL21   	IL33   	0.015794
IL21   	IL3RA  	0.017043
IL21   	IL4    	0.016587
IL21   	IL4R   	0.017717
IL21   	IL5    	0.017034
IL21   	IL5RA  	0.017757
IL21   	IL9    	0.017513
IL21   	KIT    	0.01542
IL21   	KITLG  	0.01542
IL21   	LTB4R  	0
IL21   	MAF    	0.018519
IL21   	MMP9   	0.016756
IL21   	MS4A2  	0.0040207
IL21   	PDCD1  	0.018584
IL21   	PPARG  	0.016103
IL21   	RETNLB 	0.01046
IL21   	RNASE2 	0
IL21   	RNASE3 	0
IL21   	RORC   	0.018081
IL21   	SATB1  	0.011181
IL21   	STAT5A 	0.019707
IL21   	STAT6  	0.0168
IL21   	TBX21  	0.018436
IL21   	TGFB1  	0.017837
IL21   	TNFRSF4	0.014271
IL21   	TNFSF4 	0.0080281
IL21   	TSLP   	0.015428
IL25   	IL2RA  	0.015768
IL25   	IL3    	0.017649
IL25   	IL33   	0.053832
IL25   	IL3RA  	0.017639
IL25   	IL4    	0.014831
IL25   	IL4R   	0.016497
IL25   	IL5    	0.022762
IL25   	IL5RA  	0.021072
IL25   	IL9    	0.022592
IL25   	KIT    	0.010914
IL25   	KITLG  	0.010914
IL25   	LTB4R  	0
IL25   	MAF    	0.0086821
IL25   	MMP9   	0.013213
IL25   	MS4A2  	0.0022402
IL25   	PDCD1  	0.0063484
IL25   	PPARG  	0.010628
IL25   	RETNLB 	0.0078649
IL25   	RNASE2 	0
IL25   	RNASE3 	0
IL25   	RORC   	0.013103
IL25   	SATB1  	0.0081971
IL25   	STAT5A 	0.013223
IL25   	STAT6  	0.015484
IL25   	TBX21  	0.014927
IL25   	TGFB1  	0.016251
IL25   	TNFRSF4	0.0094875
IL25   	TNFSF4 	0.0036353
IL25   	TSLP   	0.014535
IL2RA  	IL3    	0.017782
IL2RA  	IL33   	0.015281
IL2RA  	IL3RA  	0.018431
IL2RA  	IL4    	0.016922
IL2RA  	IL4R   	0.017854
IL2RA  	IL5    	0.017013
IL2RA  	IL5RA  	0.018545
IL2RA  	IL9    	0.017422
IL2RA  	KIT    	0.015546
IL2RA  	KITLG  	0.015546
IL2RA  	LTB4R  	0
IL2RA  	MAF    	0.014387
IL2RA  	MMP9   	0.015881
IL2RA  	MS4A2  	0.0043683
IL2RA  	PDCD1  	0.012519
IL2RA  	PPARG  	0.014964
IL2RA  	RETNLB 	0.010571
IL2RA  	RNASE2 	0
IL2RA  	RNASE3 	0
IL2RA  	RORC   	0.016446
IL2RA  	SATB1  	0.01096
IL2RA  	STAT5A 	0.016939
IL2RA  	STAT6  	0.016725
IL2RA  	TBX21  	0.017297
IL2RA  	TGFB1  	0.017218
IL2RA  	TNFRSF4	0.027525
IL2RA  	TNFSF4 	0.026734
IL2RA  	TSLP   	0.015197
IL3    	IL33   	0.01698
IL3    	IL3RA  	0.02265
IL3    	IL4    	0.016814
IL3    	IL4R   	0.017508
IL3    	IL5    	0.018186
IL3    	IL5RA  	0.024088
IL3    	IL9    	0.019388
IL3    	KIT    	0.015595
IL3    	KITLG  	0.015595
IL3    	LTB4R  	0
IL3    	MAF    	0.013424
IL3    	MMP9   	0.015586
IL3    	MS4A2  	0.0042079
IL3    	PDCD1  	0.011318
IL3    	PPARG  	0.013768
IL3    	RETNLB 	0.0096077
IL3    	RNASE2 	0
IL3    	RNASE3 	0
IL3    	RORC   	0.015168
IL3    	SATB1  	0.0097787
IL3    	STAT5A 	0.016446
IL3    	STAT6  	0.016722
IL3    	TBX21  	0.016849
IL3    	TGFB1  	0.016923
IL3    	TNFRSF4	0.01425
IL3    	TNFSF4 	0.0079412
IL3    	TSLP   	0.015847
IL33   	IL3RA  	0.016915
IL33   	IL4    	0.014397
IL33   	IL4R   	0.016228
IL33   	IL5    	0.023473
IL33   	IL5RA  	0.019335
IL33   	IL9    	0.02226
IL33   	KIT    	0.010036
IL33   	KITLG  	0.010036
IL33   	LTB4R  	0
IL33   	MAF    	0.0080162
IL33   	MMP9   	0.012822
IL33   	MS4A2  	0.0019513
IL33   	PDCD1  	0.0057569
IL33   	PPARG  	0.010106
IL33   	RETNLB 	0.0075856
IL33   	RNASE2 	0
IL33   	RNASE3 	0
IL33   	RORC   	0.01274
IL33   	SATB1  	0.0079808
IL33   	STAT5A 	0.01253
IL33   	STAT6  	0.015207
IL33   	TBX21  	0.014517
IL33   	TGFB1  	0.016122
IL33   	TNFRSF4	0.0088462
IL33   	TNFSF4 	0.0032458
IL33   	TSLP   	0.014246
IL3RA  	IL4    	0.017605
IL3RA  	IL4R   	0.017618
IL3RA  	IL5    	0.019494
IL3RA  	IL5RA  	0.024469
IL3RA  	IL9    	0.020151
IL3RA  	KIT    	0.017506
IL3RA  	KITLG  	0.017506
IL3RA  	LTB4R  	0
IL3RA  	MAF    	0.012307
IL3RA  	MMP9   	0.014129
IL3RA  	MS4A2  	0.004988
IL3RA  	PDCD1  	0.0091954
IL3RA  	PPARG  	0.013159
IL3RA  	RETNLB 	0.0084776
IL3RA  	RNASE2 	0
IL3RA  	RNASE3 	0
IL3RA  	RORC   	0.013871
IL3RA  	SATB1  	0.0087912
IL3RA  	STAT5A 	0.016798
IL3RA  	STAT6  	0.016283
IL3RA  	TBX21  	0.016256
IL3RA  	TGFB1  	0.015684
IL3RA  	TNFRSF4	0.013956
IL3RA  	TNFSF4 	0.0068703
IL3RA  	TSLP   	0.015687
IL4    	IL4R   	0.01729
IL4    	IL5    	0.01634
IL4    	IL5RA  	0.016735
IL4    	IL9    	0.0165
IL4    	KIT    	0.017033
IL4    	KITLG  	0.017033
IL4    	LTB4R  	0
IL4    	MAF    	0.016519
IL4    	MMP9   	0.016765
IL4    	MS4A2  	0.013256
IL4    	PDCD1  	0.014595
IL4    	PPARG  	0.017659
IL4    	RETNLB 	0.01179
IL4    	RNASE2 	0
IL4    	RNASE3 	0
IL4    	RORC   	0.017074
IL4    	SATB1  	0.011321
IL4    	STAT5A 	0.016624
IL4    	STAT6  	0.0167
IL4    	TBX21  	0.016919
IL4    	TGFB1  	0.016731
IL4    	TNFRSF4	0.016816
IL4    	TNFSF4 	0.012893
IL4    	TSLP   	0.015736
IL4R   	IL5    	0.017392
IL4R   	IL5RA  	0.017368
IL4R   	IL9    	0.017441
IL4R   	KIT    	0.016184
IL4R   	KITLG  	0.016184
IL4R   	LTB4R  	0
IL4R   	MAF    	0.013582
IL4R   	MMP9   	0.016079
IL4R   	MS4A2  	0.0045205
IL4R   	PDCD1  	0.011205
IL4R   	PPARG  	0.014846
IL4R   	RETNLB 	0.015139
IL4R   	RNASE2 	0
IL4R   	RNASE3 	0
IL4R   	RORC   	0.01645
IL4R   	SATB1  	0.011543
IL4R   	STAT5A 	0.01764
IL4R   	STAT6  	0.018391
IL4R   	TBX21  	0.017874
IL4R   	TGFB1  	0.017948
IL4R   	TNFRSF4	0.014821
IL4R   	TNFSF4 	0.0083699
IL4R   	TSLP   	0.016107
IL5    	IL5RA  	0.020623
IL5    	IL9    	0.018916
IL5    	KIT    	0.014472
IL5    	KITLG  	0.014472
IL5    	LTB4R  	0
IL5    	MAF    	0.012453
IL5    	MMP9   	0.015679
IL5    	MS4A2  	0.0039054
IL5    	PDCD1  	0.010335
IL5    	PPARG  	0.014091
IL5    	RETNLB 	0.011513
IL5    	RNASE2 	0
IL5    	RNASE3 	0
IL5    	RORC   	0.015569
IL5    	SATB1  	0.012599
IL5    	STAT5A 	0.016057
IL5    	STAT6  	0.016747
IL5    	TBX21  	0.01666
IL5    	TGFB1  	0.017057
IL5    	TNFRSF4	0.012985
IL5    	TNFSF4 	0.0068962
IL5    	TSLP   	0.016258
IL5RA  	IL9    	0.025508
IL5RA  	KIT    	0.016615
IL5RA  	KITLG  	0.016615
IL5RA  	LTB4R  	0
IL5RA  	MAF    	0.01062
IL5RA  	MMP9   	0.013447
IL5RA  	MS4A2  	0.0028836
IL5RA  	PDCD1  	0.0079252
IL5RA  	PPARG  	0.011344
IL5RA  	RETNLB 	0.0078272
IL5RA  	RNASE2 	0
IL5RA  	RNASE3 	0
IL5RA  	RORC   	0.012963
IL5RA  	SATB1  	0.0082306
IL5RA  	STAT5A 	0.016534
IL5RA  	STAT6  	0.015983
IL5RA  	TBX21  	0.015879
IL5RA  	TGFB1  	0.015575
IL5RA  	TNFRSF4	0.012282
IL5RA  	TNFSF4 	0.0052052
IL5RA  	TSLP   	0.015501
IL9    	KIT    	0.015299
IL9    	KITLG  	0.015299
IL9    	LTB4R  	0
IL9    	MAF    	0.012331
IL9    	MMP9   	0.015154
IL9    	MS4A2  	0.0041874
IL9    	PDCD1  	0.010006
IL9    	PPARG  	0.013382
IL9    	RETNLB 	0.0095384
IL9    	RNASE2 	0
IL9    	RNASE3 	0
IL9    	RORC   	0.014894
IL9    	SATB1  	0.0094902
IL9    	STAT5A 	0.016447
IL9    	STAT6  	0.016551
IL9    	TBX21  	0.016569
IL9    	TGFB1  	0.016696
IL9    	TNFRSF4	0.012721
IL9    	TNFSF4 	0.0062245
IL9    	TSLP   	0.015831
KIT    	KITLG  	0.055355
KIT    	LTB4R  	0
KIT    	MAF    	0.010723
KIT    	MMP9   	0.011522
KIT    	MS4A2  	0.0044377
KIT    	PDCD1  	0.0076566
KIT    	PPARG  	0.01157
KIT    	RETNLB 	0.006554
KIT    	RNASE2 	0
KIT    	RNASE3 	0
KIT    	RORC   	0.01215
KIT    	SATB1  	0.0065608
KIT    	STAT5A 	0.028113
KIT    	STAT6  	0.013702
KIT    	TBX21  	0.015108
KIT    	TGFB1  	0.012551
KIT    	TNFRSF4	0.011572
KIT    	TNFSF4 	0.0054002
KIT    	TSLP   	0.015376
KITLG  	LTB4R  	0
KITLG  	MAF    	0.010723
KITLG  	MMP9   	0.011522
KITLG  	MS4A2  	0.0044377
KITLG  	PDCD1  	0.0076566
KITLG  	PPARG  	0.01157
KITLG  	RETNLB 	0.006554
KITLG  	RNASE2 	0
KITLG  	RNASE3 	0
KITLG  	RORC   	0.01215
KITLG  	SATB1  	0.0065608
KITLG  	STAT5A 	0.028113
KITLG  	STAT6  	0.013702
KITLG  	TBX21  	0.015108
KITLG  	TGFB1  	0.012551
KITLG  	TNFRSF4	0.011572
KITLG  	TNFSF4 	0.0054002
KITLG  	TSLP   	0.015376
LTB4R  	MAF    	0
LTB4R  	MMP9   	0
LTB4R  	MS4A2  	0
LTB4R  	PDCD1  	0
LTB4R  	PPARG  	0
LTB4R  	RETNLB 	0
LTB4R  	RNASE2 	0
LTB4R  	RNASE3 	0
LTB4R  	RORC   	0
LTB4R  	SATB1  	0
LTB4R  	STAT5A 	0
LTB4R  	STAT6  	0
LTB4R  	TBX21  	0
LTB4R  	TGFB1  	0
LTB4R  	TNFRSF4	0
LTB4R  	TNFSF4 	0
LTB4R  	TSLP   	0
MAF    	MMP9   	0.011058
MAF    	MS4A2  	0.0043556
MAF    	PDCD1  	0.14226
MAF    	PPARG  	0.011389
MAF    	RETNLB 	0.0061152
MAF    	RNASE2 	0
MAF    	RNASE3 	0
MAF    	RORC   	0.013102
MAF    	SATB1  	0.0065026
MAF    	STAT5A 	0.012745
MAF    	STAT6  	0.013333
MAF    	TBX21  	0.017673
MAF    	TGFB1  	0.012648
MAF    	TNFRSF4	0.010601
MAF    	TNFSF4 	0.004853
MAF    	TSLP   	0.010686
MMP9   	MS4A2  	0.002598
MMP9   	PDCD1  	0.0086304
MMP9   	PPARG  	0.050973
MMP9   	RETNLB 	0.0086554
MMP9   	RNASE2 	0
MMP9   	RNASE3 	0
MMP9   	RORC   	0.037939
MMP9   	SATB1  	0.0079942
MMP9   	STAT5A 	0.014678
MMP9   	STAT6  	0.016893
MMP9   	TBX21  	0.019254
MMP9   	TGFB1  	0.027738
MMP9   	TNFRSF4	0.009991
MMP9   	TNFSF4 	0.0036924
MMP9   	TSLP   	0.014578
MS4A2  	PDCD1  	0.0017635
MS4A2  	PPARG  	0.004509
MS4A2  	RETNLB 	0.001373
MS4A2  	RNASE2 	0
MS4A2  	RNASE3 	0
MS4A2  	RORC   	0.0027158
MS4A2  	SATB1  	0.0013222
MS4A2  	STAT5A 	0.0032278
MS4A2  	STAT6  	0.004207
MS4A2  	TBX21  	0.0040788
MS4A2  	TGFB1  	0.0025789
MS4A2  	TNFRSF4	0.0047308
MS4A2  	TNFSF4 	0.0015623
MS4A2  	TSLP   	0.0039669
PDCD1  	PPARG  	0.0082583
PDCD1  	RETNLB 	0.0043178
PDCD1  	RNASE2 	0
PDCD1  	RNASE3 	0
PDCD1  	RORC   	0.011183
PDCD1  	SATB1  	0.0049146
PDCD1  	STAT5A 	0.01068
PDCD1  	STAT6  	0.011253
PDCD1  	TBX21  	0.017231
PDCD1  	TGFB1  	0.010726
PDCD1  	TNFRSF4	0.007406
PDCD1  	TNFSF4 	0.0024305
PDCD1  	TSLP   	0.0081737
PPARG  	RETNLB 	0.0071792
PPARG  	RNASE2 	0
PPARG  	RNASE3 	0
PPARG  	RORC   	0.057986
PPARG  	SATB1  	0.0069815
PPARG  	STAT5A 	0.013878
PPARG  	STAT6  	0.015741
PPARG  	TBX21  	0.020141
PPARG  	TGFB1  	0.026307
PPARG  	TNFRSF4	0.010944
PPARG  	TNFSF4 	0.0049068
PPARG  	TSLP   	0.012644
RETNLB 	RNASE2 	0
RETNLB 	RNASE3 	0
RETNLB 	RORC   	0.0096544
RETNLB 	SATB1  	0.0068696
RETNLB 	STAT5A 	0.0093801
RETNLB 	STAT6  	0.036116
RETNLB 	TBX21  	0.013626
RETNLB 	TGFB1  	0.010589
RETNLB 	TNFRSF4	0.005979
RETNLB 	TNFSF4 	0.001952
RETNLB 	TSLP   	0.0090302
RNASE2 	RNASE3 	0.31674
RNASE2 	RORC   	0
RNASE2 	SATB1  	0
RNASE2 	STAT5A 	0
RNASE2 	STAT6  	0
RNASE2 	TBX21  	0
RNASE2 	TGFB1  	0
RNASE2 	TNFRSF4	0
RNASE2 	TNFSF4 	0
RNASE2 	TSLP   	0
RNASE3 	RORC   	0
RNASE3 	SATB1  	0
RNASE3 	STAT5A 	0
RNASE3 	STAT6  	0
RNASE3 	TBX21  	0
RNASE3 	TGFB1  	0
RNASE3 	TNFRSF4	0
RNASE3 	TNFSF4 	0
RNASE3 	TSLP   	0
RORC   	SATB1  	0.010186
RORC   	STAT5A 	0.015778
RORC   	STAT6  	0.01713
RORC   	TBX21  	0.021119
RORC   	TGFB1  	0.025261
RORC   	TNFRSF4	0.010722
RORC   	TNFSF4 	0.0041721
RORC   	TSLP   	0.013754
SATB1  	STAT5A 	0.009622
SATB1  	STAT6  	0.014239
SATB1  	TBX21  	0.01561
SATB1  	TGFB1  	0.010746
SATB1  	TNFRSF4	0.0059768
SATB1  	TNFSF4 	0.001952
SATB1  	TSLP   	0.0084284
STAT5A 	STAT6  	0.01594
STAT5A 	TBX21  	0.017433
STAT5A 	TGFB1  	0.015837
STAT5A 	TNFRSF4	0.011892
STAT5A 	TNFSF4 	0.005276
STAT5A 	TSLP   	0.017599
STAT6  	TBX21  	0.017642
STAT6  	TGFB1  	0.017814
STAT6  	TNFRSF4	0.012355
STAT6  	TNFSF4 	0.005979
STAT6  	TSLP   	0.015643
TBX21  	TGFB1  	0.019267
TBX21  	TNFRSF4	0.012654
TBX21  	TNFSF4 	0.0060538
TBX21  	TSLP   	0.015298
TGFB1  	TNFRSF4	0.011103
TGFB1  	TNFSF4 	0.0044169
TGFB1  	TSLP   	0.015005
TNFRSF4	TNFSF4 	0.19682
TNFRSF4	TSLP   	0.010877
TNFSF4 	TSLP   	0.0050593
